LANGUAGE,TARGET CATEGORY,TARGET WORD,REFERENCE PART OF SPEECH,REFERENCE ASSOCIATION/GRAMMATICAL GENDER,REFERENCE TRANSLATION,REFERENCE WORD,COSINE SIMILARITY,SUB-LIST
es,determiners,la,noun,masculine,plane,avión,0.027148879016187632,la
es,determiners,la,noun,masculine,chest,pecho,0.06963144561449645,la
es,determiners,la,noun,masculine,ceiling,techo,0.00997406855322942,la
es,determiners,la,noun,masculine,barn,granero,-0.0037490009163680914,la
es,determiners,la,noun,masculine,peanut,maní,0.03737099950427828,la
es,determiners,la,noun,feminine,spoon,cuchara,0.11071904719549078,la
es,determiners,la,noun,feminine,ball,pelota,0.15040881501038797,la
es,determiners,la,noun,feminine,rock,roca,0.16447712251910204,la
es,determiners,la,noun,feminine,rain,lluvia,0.10481270560848076,la
es,determiners,la,noun,feminine,tail,cola,0.15194577054769992,la
es,determiners,la,noun,feminine,butterfly,mariposa,0.06751418606418928,la
es,determiners,la,noun,feminine,pie,tarta,0.17072457564241006,la
es,determiners,la,noun,feminine,fish,pez,0.019068143123114605,la
es,determiners,la,noun,feminine,boot,bota,0.16416463680090615,la
es,determiners,la,noun,feminine,cupcake,magdalena,0.08071422903087437,la
es,determiners,la,noun,feminine,apple,manzana,0.18032008558756704,la
es,determiners,la,noun,feminine,fingernail,uña,0.17213399449871702,la
es,determiners,la,noun,feminine,frog,rana,0.11103193875389399,la
es,determiners,la,noun,feminine,lettuce,lechuga,0.12447483492109547,la
es,determiners,la,noun,feminine,dirt,suciedad,0.17592790429915572,la
es,determiners,la,noun,feminine,sidewalk,acera,0.20860855064348646,la
es,determiners,la,noun,feminine,washcloth,toallita,0.17340602092233995,la
es,determiners,la,noun,feminine,head,cabeza,0.18559893306599426,la
es,determiners,la,noun,feminine,sand,arena,0.12847124235569812,la
es,determiners,la,noun,feminine,mouth,boca,0.17158900551268133,la
es,determiners,la,noun,feminine,box,caja,0.15879095924926226,la
es,determiners,la,noun,feminine,sandbox,salvadera,0.05944458960098461,la
es,determiners,la,noun,feminine,snow,nieve,0.11343147626340756,la
es,determiners,la,noun,feminine,table,mesa,0.2009676730170165,la
es,determiners,la,noun,feminine,butt,culata,0.11902984766432295,la
es,determiners,la,noun,feminine,boots,botas,0.01545087508207338,la
es,determiners,la,noun,feminine,pancake,tortita,0.12632772814975882,la
es,determiners,la,noun,feminine,pajama,pijama,0.006950306122650141,la
es,determiners,la,noun,feminine,belly,barriga,0.17610005048888575,la
es,determiners,la,noun,feminine,toast,tostada,0.1337724528033008,la
es,determiners,la,noun,feminine,sponge,esponja,0.08352021080038959,la
es,determiners,la,noun,feminine,beard,barba,0.07402419845149766,la
es,determiners,la,noun,feminine,snowball,bola de nieve,-0.07312545151431497,la
es,determiners,la,noun,feminine,cage,jaula,0.1274712798699992,la
es,determiners,la,noun,feminine,biscuit,galleta,0.17731111588170154,la
es,determiners,la,noun,feminine,tummy,barriguita,0.1968717980190211,la
es,determiners,la,noun,feminine,ladybug,mariquita,0.04027031147017581,la
es,determiners,la,noun,feminine,pumpkin,calabaza,0.15303889924439654,la
es,determiners,la,noun,feminine,mustard,mostaza,0.10699326786216802,la
es,determiners,la,noun,feminine,star,estrella,0.15496930709057458,la
es,determiners,la,noun,feminine,pineapple,piña,0.12111503411666917,la
es,determiners,la,noun,feminine,stripe,raya,0.15076364575285972,la
es,determiners,la,noun,feminine,chair,silla,0.17158537288694667,la
es,determiners,la,noun,feminine,movie,película,0.17159227926612122,la
es,determiners,la,noun,feminine,burger,hamburguesa,0.16623127304076948,la
de,genders,Mann,noun,masculine,spoon,Löffel,0.3101835054938629,Male attributes
de,genders,Mann,noun,masculine,ball,Ball,0.2952067998184815,Male attributes
de,genders,Mann,noun,masculine,rock,Felsen,0.2725254138862327,Male attributes
de,genders,Mann,noun,masculine,rain,Regen,0.27481407742070496,Male attributes
de,genders,Mann,noun,masculine,tail,Schwanz,0.37145294856886263,Male attributes
de,genders,Mann,noun,masculine,butterfly,Schmetterling,0.34302749806881633,Male attributes
de,genders,Mann,noun,masculine,pie,Kuchen,0.33851788547469913,Male attributes
de,genders,Mann,noun,masculine,fish,Fisch,0.3312100357490597,Male attributes
de,genders,Mann,noun,masculine,apple,Apfel,0.3760223920323474,Male attributes
de,genders,Mann,noun,masculine,fingernail,Fingernagel,0.31200702671059816,Male attributes
de,genders,Mann,noun,masculine,frog,Frosch,0.3904695872159411,Male attributes
de,genders,Mann,noun,masculine,lettuce,Kopfsalat,0.27803445865438864,Male attributes
de,genders,Mann,noun,masculine,dirt,Schmutz,0.1971752374274799,Male attributes
de,genders,Mann,noun,masculine,sidewalk,Bürgersteig,0.3511617827761463,Male attributes
de,genders,Mann,noun,masculine,washcloth,Waschlappen,0.3655759084957524,Male attributes
de,genders,Mann,noun,masculine,stove,Herd,0.3543128337643766,Male attributes
de,genders,Mann,noun,masculine,head,Kopf,0.37415925246460147,Male attributes
de,genders,Mann,noun,masculine,sand,Sand,0.2343949727074152,Male attributes
de,genders,Mann,noun,masculine,mouth,Mund,0.3056352727489028,Male attributes
de,genders,Mann,noun,masculine,box,Kasten,0.31604445796594577,Male attributes
de,genders,Mann,noun,masculine,policeman,Polizist,0.5838175080003587,Male attributes
de,genders,Mann,noun,masculine,sandbox,Sandkasten,0.2696853947294578,Male attributes
de,genders,Mann,noun,masculine,snow,Schnee,0.2884844674247258,Male attributes
de,genders,Mann,noun,masculine,table,Tisch,0.322914381673414,Male attributes
de,genders,Mann,noun,masculine,butt,Hintern,0.37738589841113057,Male attributes
de,genders,Mann,noun,masculine,boots,Stiefel,0.3610644334184621,Male attributes
de,genders,Mann,noun,masculine,pancake,Pfannkuchen,0.2717801694869076,Male attributes
de,genders,Mann,noun,masculine,pajama,Schlafanzug,0.33783174630182505,Male attributes
de,genders,Mann,noun,masculine,sponge,Schwamm,0.2523748847268178,Male attributes
de,genders,Mann,noun,masculine,beard,Bart,0.41655031263406256,Male attributes
de,genders,Mann,noun,masculine,snowball,Schneeball,0.25220992947373067,Male attributes
de,genders,Mann,noun,masculine,cage,Käfig,0.29818488029818624,Male attributes
de,genders,Mann,noun,masculine,biscuit,Keks,0.27156798479302874,Male attributes
de,genders,Mann,noun,masculine,tummy,Bauch,0.3813608352872305,Male attributes
de,genders,Mann,noun,masculine,ladybug,Marienkäfer,0.2670970325826863,Male attributes
de,genders,Mann,noun,masculine,pumpkin,Kürbis,0.30364979047720303,Male attributes
de,genders,Mann,noun,masculine,mustard,Senf,0.20691054087691785,Male attributes
de,genders,Mann,noun,masculine,star,Stern,0.35716601761807515,Male attributes
de,genders,Mann,noun,masculine,pinecone,Tannenzapfen,0.21347702706981603,Male attributes
de,genders,Mann,noun,masculine,chair,Stuhl,0.36936474901216415,Male attributes
de,genders,Mann,noun,masculine,movie,Film,0.358258967927915,Male attributes
de,genders,Mann,noun,masculine,burger,Burger,0.3233907238061728,Male attributes
de,genders,Mann,noun,feminine,bean,Bohne,0.24794960359982918,Male attributes
de,genders,Mann,noun,feminine,soap,Seife,0.21525194321497396,Male attributes
de,genders,Mann,noun,feminine,toilet,Toilette,0.31063854759543497,Male attributes
de,genders,Mann,noun,feminine,underpants,Unterhose,0.36076429845777946,Male attributes
de,genders,Mann,noun,feminine,pants,Hose,0.33121365335816355,Male attributes
de,genders,Mann,noun,feminine,lip,Lippe,0.2313800763398314,Male attributes
de,genders,Mann,noun,feminine,sun,Sonne,0.2828924270920863,Male attributes
de,genders,Mann,noun,feminine,diaper,Windel,0.24835750870954879,Male attributes
de,genders,Mann,noun,feminine,bumblebee,Hummel,0.3478832198751752,Male attributes
de,genders,Mann,noun,feminine,toothbrush,Zahnbürste,0.2743968161292664,Male attributes
de,genders,Mann,noun,feminine,pea,Erbse,0.17171953043369176,Male attributes
de,genders,Mann,noun,feminine,wall,Wand,0.23364303038494572,Male attributes
de,genders,Mann,noun,feminine,clock,Uhr,0.2619941063325629,Male attributes
de,genders,Mann,noun,feminine,dresser,Kommode,0.2393489935362781,Male attributes
de,genders,Mann,noun,feminine,tomato,Tomate,0.2431795185958224,Male attributes
de,genders,Mann,noun,feminine,lemon,Zitrone,0.23585254356597649,Male attributes
de,genders,Mann,noun,feminine,noodle,Nudel,0.31011447033469425,Male attributes
de,genders,Mann,noun,feminine,candy,Süßigkeit,0.21417635937544927,Male attributes
de,genders,Mann,noun,feminine,bench,Bank,0.2634394909252141,Male attributes
de,genders,Mann,noun,feminine,drum,Trommel,0.2105072691254486,Male attributes
de,genders,Mann,noun,feminine,shoulder,Schulter,0.24048468191635863,Male attributes
de,genders,Mann,noun,feminine,bowl,Schüssel,0.23836550799740122,Male attributes
de,genders,Mann,noun,feminine,fist,Faust,0.29656604755248567,Male attributes
de,genders,Mann,noun,feminine,button,Taste,0.111618540589214,Male attributes
de,genders,Mann,noun,feminine,mattress,Matratze,0.24013281975397757,Male attributes
de,genders,Mann,noun,feminine,seesaw,Wippe,0.12801006380252553,Male attributes
de,genders,Mann,noun,feminine,necklace,Kette,0.21319507373046376,Male attributes
de,genders,Mann,noun,feminine,melon,Melone,0.3046682491946886,Male attributes
de,genders,Mann,noun,feminine,plane,Ebene,0.22011102688771886,Male attributes
de,genders,Mann,noun,feminine,chest,Brust,0.32208839035128556,Male attributes
de,genders,Mann,noun,feminine,ceiling,Decke,0.22401821094245253,Male attributes
de,genders,Mann,noun,feminine,barn,Scheune,0.2695509655284988,Male attributes
de,genders,Mann,noun,feminine,peanut,Erdnuss,0.1965770664473191,Male attributes
de,genders,Mann,noun,feminine,potato,Kartoffel,0.2716479149551953,Male attributes
de,genders,Frau,noun,masculine,spoon,Löffel,0.17882101392996871,Female attributes
de,genders,Frau,noun,masculine,ball,Ball,0.1565671876550566,Female attributes
de,genders,Frau,noun,masculine,rock,Felsen,0.13414357834622556,Female attributes
de,genders,Frau,noun,masculine,rain,Regen,0.14470032989219578,Female attributes
de,genders,Frau,noun,masculine,tail,Schwanz,0.2231588776491485,Female attributes
de,genders,Frau,noun,masculine,butterfly,Schmetterling,0.231191876059217,Female attributes
de,genders,Frau,noun,masculine,pie,Kuchen,0.20850976803642368,Female attributes
de,genders,Frau,noun,masculine,fish,Fisch,0.21869226450958149,Female attributes
de,genders,Frau,noun,masculine,apple,Apfel,0.25863998170075597,Female attributes
de,genders,Frau,noun,masculine,fingernail,Fingernagel,0.20001695957873847,Female attributes
de,genders,Frau,noun,masculine,frog,Frosch,0.26462495463289554,Female attributes
de,genders,Frau,noun,masculine,lettuce,Kopfsalat,0.16443340683336655,Female attributes
de,genders,Frau,noun,masculine,dirt,Schmutz,0.13652062855605449,Female attributes
de,genders,Frau,noun,masculine,sidewalk,Bürgersteig,0.19700412305817785,Female attributes
de,genders,Frau,noun,masculine,washcloth,Waschlappen,0.2416375559227101,Female attributes
de,genders,Frau,noun,masculine,stove,Herd,0.23220671704792673,Female attributes
de,genders,Frau,noun,masculine,head,Kopf,0.20534935363727128,Female attributes
de,genders,Frau,noun,masculine,sand,Sand,0.10902277418200497,Female attributes
de,genders,Frau,noun,masculine,mouth,Mund,0.18902780403728137,Female attributes
de,genders,Frau,noun,masculine,box,Kasten,0.18314782421167655,Female attributes
de,genders,Frau,noun,masculine,policeman,Polizist,0.40061728294856264,Female attributes
de,genders,Frau,noun,masculine,sandbox,Sandkasten,0.12440359823943208,Female attributes
de,genders,Frau,noun,masculine,snow,Schnee,0.11626725703493203,Female attributes
de,genders,Frau,noun,masculine,table,Tisch,0.17410965730115946,Female attributes
de,genders,Frau,noun,masculine,butt,Hintern,0.2610681209370223,Female attributes
de,genders,Frau,noun,masculine,boots,Stiefel,0.2804093788742229,Female attributes
de,genders,Frau,noun,masculine,pancake,Pfannkuchen,0.18988361496885742,Female attributes
de,genders,Frau,noun,masculine,pajama,Schlafanzug,0.21814353531416816,Female attributes
de,genders,Frau,noun,masculine,sponge,Schwamm,0.14732003288401704,Female attributes
de,genders,Frau,noun,masculine,beard,Bart,0.28951795413469034,Female attributes
de,genders,Frau,noun,masculine,snowball,Schneeball,0.12540583113943368,Female attributes
de,genders,Frau,noun,masculine,cage,Käfig,0.13507596906999686,Female attributes
de,genders,Frau,noun,masculine,biscuit,Keks,0.12278795088964511,Female attributes
de,genders,Frau,noun,masculine,tummy,Bauch,0.25101808010624954,Female attributes
de,genders,Frau,noun,masculine,ladybug,Marienkäfer,0.21779848742310964,Female attributes
de,genders,Frau,noun,masculine,pumpkin,Kürbis,0.18798372803971838,Female attributes
de,genders,Frau,noun,masculine,mustard,Senf,0.13812711681484055,Female attributes
de,genders,Frau,noun,masculine,star,Stern,0.23673463934049774,Female attributes
de,genders,Frau,noun,masculine,pinecone,Tannenzapfen,0.12412493735048737,Female attributes
de,genders,Frau,noun,masculine,chair,Stuhl,0.2480211700526569,Female attributes
de,genders,Frau,noun,masculine,movie,Film,0.1951782361462378,Female attributes
de,genders,Frau,noun,masculine,burger,Burger,0.24358313695977232,Female attributes
de,genders,Frau,noun,feminine,bean,Bohne,0.2853729849136452,Female attributes
de,genders,Frau,noun,feminine,soap,Seife,0.2472033786228298,Female attributes
de,genders,Frau,noun,feminine,toilet,Toilette,0.32130486110452705,Female attributes
de,genders,Frau,noun,feminine,underpants,Unterhose,0.3490196793422637,Female attributes
de,genders,Frau,noun,feminine,pants,Hose,0.34698717181342914,Female attributes
de,genders,Frau,noun,feminine,lip,Lippe,0.24054191819478946,Female attributes
de,genders,Frau,noun,feminine,sun,Sonne,0.25914331619801,Female attributes
de,genders,Frau,noun,feminine,diaper,Windel,0.23640312654547588,Female attributes
de,genders,Frau,noun,feminine,bumblebee,Hummel,0.370243275148146,Female attributes
de,genders,Frau,noun,feminine,toothbrush,Zahnbürste,0.28373651364410996,Female attributes
de,genders,Frau,noun,feminine,pea,Erbse,0.2589226029151989,Female attributes
de,genders,Frau,noun,feminine,wall,Wand,0.2364488709604484,Female attributes
de,genders,Frau,noun,feminine,clock,Uhr,0.23274798174175404,Female attributes
de,genders,Frau,noun,feminine,dresser,Kommode,0.2739749655416865,Female attributes
de,genders,Frau,noun,feminine,tomato,Tomate,0.25711390633089753,Female attributes
de,genders,Frau,noun,feminine,lemon,Zitrone,0.25211041437828413,Female attributes
de,genders,Frau,noun,feminine,noodle,Nudel,0.29520361318358845,Female attributes
de,genders,Frau,noun,feminine,candy,Süßigkeit,0.2288483363665165,Female attributes
de,genders,Frau,noun,feminine,bench,Bank,0.2694095121509883,Female attributes
de,genders,Frau,noun,feminine,drum,Trommel,0.1668927584281268,Female attributes
de,genders,Frau,noun,feminine,shoulder,Schulter,0.24320694616812732,Female attributes
de,genders,Frau,noun,feminine,bowl,Schüssel,0.23009916570938804,Female attributes
de,genders,Frau,noun,feminine,fist,Faust,0.2814028139313727,Female attributes
de,genders,Frau,noun,feminine,button,Taste,0.1653116706171214,Female attributes
de,genders,Frau,noun,feminine,mattress,Matratze,0.25613845324196466,Female attributes
de,genders,Frau,noun,feminine,seesaw,Wippe,0.16598895144141695,Female attributes
de,genders,Frau,noun,feminine,necklace,Kette,0.23180829593045701,Female attributes
de,genders,Frau,noun,feminine,melon,Melone,0.28999729511953587,Female attributes
de,genders,Frau,noun,feminine,plane,Ebene,0.18563696363408685,Female attributes
de,genders,Frau,noun,feminine,chest,Brust,0.28822678581694633,Female attributes
de,genders,Frau,noun,feminine,ceiling,Decke,0.23395025143194176,Female attributes
de,genders,Frau,noun,feminine,barn,Scheune,0.2707184589925645,Female attributes
de,genders,Frau,noun,feminine,peanut,Erdnuss,0.18361978711095348,Female attributes
de,genders,Frau,noun,feminine,potato,Kartoffel,0.31560555842331905,Female attributes
de,determiners,der,noun,masculine,spoon,Löffel,0.1707767060363407,der
de,determiners,der,noun,masculine,ball,Ball,0.19008821107557777,der
de,determiners,der,noun,masculine,rock,Felsen,0.18337757038765046,der
de,determiners,der,noun,masculine,rain,Regen,0.20065657157050779,der
de,determiners,der,noun,masculine,tail,Schwanz,0.14954306084608457,der
de,determiners,der,noun,masculine,butterfly,Schmetterling,0.1798085435910532,der
de,determiners,der,noun,masculine,pie,Kuchen,0.18394462835467523,der
de,determiners,der,noun,masculine,fish,Fisch,0.1822744996541711,der
de,determiners,der,noun,masculine,apple,Apfel,0.20258612101614254,der
de,determiners,der,noun,masculine,fingernail,Fingernagel,0.19071953305914185,der
de,determiners,der,noun,masculine,frog,Frosch,0.2036744886786733,der
de,determiners,der,noun,masculine,lettuce,Kopfsalat,0.18618686104629253,der
de,determiners,der,noun,masculine,dirt,Schmutz,0.15399600496365398,der
de,determiners,der,noun,masculine,sidewalk,Bürgersteig,0.17078260388798133,der
de,determiners,der,noun,masculine,washcloth,Waschlappen,0.10969942290486792,der
de,determiners,der,noun,masculine,stove,Herd,0.22375456640938823,der
de,determiners,der,noun,masculine,head,Kopf,0.23657784474457333,der
de,determiners,der,noun,masculine,sand,Sand,0.16657533944917685,der
de,determiners,der,noun,masculine,mouth,Mund,0.1717973636641012,der
de,determiners,der,noun,masculine,box,Kasten,0.2514826865965394,der
de,determiners,der,noun,masculine,policeman,Polizist,0.18792999321875212,der
de,determiners,der,noun,masculine,sandbox,Sandkasten,0.15462350314549747,der
de,determiners,der,noun,masculine,snow,Schnee,0.20033524125202623,der
de,determiners,der,noun,masculine,table,Tisch,0.21753142690186505,der
de,determiners,der,noun,masculine,butt,Hintern,0.1888719991817717,der
de,determiners,der,noun,masculine,boots,Stiefel,0.1654278695385706,der
de,determiners,der,noun,masculine,pancake,Pfannkuchen,0.137275137628797,der
de,determiners,der,noun,masculine,pajama,Schlafanzug,0.09337954401802821,der
de,determiners,der,noun,masculine,sponge,Schwamm,0.15596532419335474,der
de,determiners,der,noun,masculine,beard,Bart,0.14294792973242193,der
de,determiners,der,noun,masculine,snowball,Schneeball,0.18772575981024092,der
de,determiners,der,noun,masculine,cage,Käfig,0.2026526276779365,der
de,determiners,der,noun,masculine,biscuit,Keks,0.129002106755296,der
de,determiners,der,noun,masculine,tummy,Bauch,0.21852956665231207,der
de,determiners,der,noun,masculine,ladybug,Marienkäfer,0.11563901074708892,der
de,determiners,der,noun,masculine,pumpkin,Kürbis,0.18902935434689552,der
de,determiners,der,noun,masculine,mustard,Senf,0.09953067771767835,der
de,determiners,der,noun,masculine,star,Stern,0.22360347062723016,der
de,determiners,der,noun,masculine,pinecone,Tannenzapfen,0.15660221491927998,der
de,determiners,der,noun,masculine,chair,Stuhl,0.20133601295990827,der
de,determiners,der,noun,masculine,movie,Film,0.246853381941633,der
de,determiners,der,noun,masculine,burger,Burger,0.1803029489254285,der
de,determiners,der,noun,feminine,bean,Bohne,0.19481644556730077,der
de,determiners,der,noun,feminine,soap,Seife,0.1587405397823113,der
de,determiners,der,noun,feminine,toilet,Toilette,0.2058410851684072,der
de,determiners,der,noun,feminine,underpants,Unterhose,0.19472400134519394,der
de,determiners,der,noun,feminine,pants,Hose,0.19201787353040778,der
de,determiners,der,noun,feminine,lip,Lippe,0.2286909367787906,der
de,determiners,der,noun,feminine,sun,Sonne,0.24631437655819008,der
de,determiners,der,noun,feminine,diaper,Windel,0.1707473849774974,der
de,determiners,der,noun,feminine,bumblebee,Hummel,0.21952779491450583,der
de,determiners,der,noun,feminine,toothbrush,Zahnbürste,0.14988829994055702,der
de,determiners,der,noun,feminine,pea,Erbse,0.19025698983606384,der
de,determiners,der,noun,feminine,wall,Wand,0.27259634310225134,der
de,determiners,der,noun,feminine,clock,Uhr,0.2088855722987719,der
de,determiners,der,noun,feminine,dresser,Kommode,0.17597601627364354,der
de,determiners,der,noun,feminine,tomato,Tomate,0.14587465532998403,der
de,determiners,der,noun,feminine,lemon,Zitrone,0.19051722011386168,der
de,determiners,der,noun,feminine,noodle,Nudel,0.14170136007281697,der
de,determiners,der,noun,feminine,candy,Süßigkeit,0.16491619574237876,der
de,determiners,der,noun,feminine,bench,Bank,0.2656556850767247,der
de,determiners,der,noun,feminine,drum,Trommel,0.22593844111609915,der
de,determiners,der,noun,feminine,shoulder,Schulter,0.23188025714581267,der
de,determiners,der,noun,feminine,bowl,Schüssel,0.23259350240983265,der
de,determiners,der,noun,feminine,fist,Faust,0.2188316063305083,der
de,determiners,der,noun,feminine,button,Taste,0.1797246517115118,der
de,determiners,der,noun,feminine,mattress,Matratze,0.13733057620911066,der
de,determiners,der,noun,feminine,seesaw,Wippe,0.17595924211805117,der
de,determiners,der,noun,feminine,necklace,Kette,0.2820075527270402,der
de,determiners,der,noun,feminine,melon,Melone,0.2004158193222565,der
de,determiners,der,noun,feminine,plane,Ebene,0.34331099333673326,der
de,determiners,der,noun,feminine,chest,Brust,0.26316876396147215,der
de,determiners,der,noun,feminine,ceiling,Decke,0.26034071490611693,der
de,determiners,der,noun,feminine,barn,Scheune,0.20316949035265222,der
de,determiners,der,noun,feminine,peanut,Erdnuss,0.19033115548247784,der
de,determiners,der,noun,feminine,potato,Kartoffel,0.19107484097493743,der
de,determiners,die,noun,masculine,spoon,Löffel,0.16322424362978105,die
de,determiners,die,noun,masculine,ball,Ball,0.20160610963064166,die
de,determiners,die,noun,masculine,rock,Felsen,0.18752294310792902,die
de,determiners,die,noun,masculine,rain,Regen,0.21029385327736347,die
de,determiners,die,noun,masculine,tail,Schwanz,0.1274208814845671,die
de,determiners,die,noun,masculine,butterfly,Schmetterling,0.13408509617664255,die
de,determiners,die,noun,masculine,pie,Kuchen,0.20126565892122875,die
de,determiners,die,noun,masculine,fish,Fisch,0.10793130783024342,die
de,determiners,die,noun,masculine,apple,Apfel,0.17631711980238943,die
de,determiners,die,noun,masculine,fingernail,Fingernagel,0.15755664831928196,die
de,determiners,die,noun,masculine,frog,Frosch,0.13189983717106113,die
de,determiners,die,noun,masculine,lettuce,Kopfsalat,0.15777825790294575,die
de,determiners,die,noun,masculine,dirt,Schmutz,0.17798244177744782,die
de,determiners,die,noun,masculine,sidewalk,Bürgersteig,0.16933223264528097,die
de,determiners,die,noun,masculine,washcloth,Waschlappen,0.11968275249086612,die
de,determiners,die,noun,masculine,stove,Herd,0.18148847923669748,die
de,determiners,die,noun,masculine,head,Kopf,0.2604749130580177,die
de,determiners,die,noun,masculine,sand,Sand,0.18971337912816655,die
de,determiners,die,noun,masculine,mouth,Mund,0.2011894906769318,die
de,determiners,die,noun,masculine,box,Kasten,0.225911381731934,die
de,determiners,die,noun,masculine,policeman,Polizist,0.1408008405469501,die
de,determiners,die,noun,masculine,sandbox,Sandkasten,0.14462053581945902,die
de,determiners,die,noun,masculine,snow,Schnee,0.2117490210244375,die
de,determiners,die,noun,masculine,table,Tisch,0.19716367064805057,die
de,determiners,die,noun,masculine,butt,Hintern,0.17644034911033266,die
de,determiners,die,noun,masculine,boots,Stiefel,0.2172017758490684,die
de,determiners,die,noun,masculine,pancake,Pfannkuchen,0.17842951981705038,die
de,determiners,die,noun,masculine,pajama,Schlafanzug,0.08653143700231862,die
de,determiners,die,noun,masculine,sponge,Schwamm,0.12024639487502488,die
de,determiners,die,noun,masculine,beard,Bart,0.14444564145215158,die
de,determiners,die,noun,masculine,snowball,Schneeball,0.16153272308448446,die
de,determiners,die,noun,masculine,cage,Käfig,0.1683582927712162,die
de,determiners,die,noun,masculine,biscuit,Keks,0.1532934622463643,die
de,determiners,die,noun,masculine,tummy,Bauch,0.20698919686121003,die
de,determiners,die,noun,masculine,ladybug,Marienkäfer,0.12390155292972362,die
de,determiners,die,noun,masculine,pumpkin,Kürbis,0.1710997129011687,die
de,determiners,die,noun,masculine,mustard,Senf,0.12933478854218397,die
de,determiners,die,noun,masculine,star,Stern,0.15815782659491723,die
de,determiners,die,noun,masculine,pinecone,Tannenzapfen,0.16861604895755578,die
de,determiners,die,noun,masculine,chair,Stuhl,0.17426059957727072,die
de,determiners,die,noun,masculine,movie,Film,0.22869516708755652,die
de,determiners,die,noun,masculine,burger,Burger,0.15609213717705847,die
de,determiners,die,noun,feminine,bean,Bohne,0.24880369012838463,die
de,determiners,die,noun,feminine,soap,Seife,0.2039443763887434,die
de,determiners,die,noun,feminine,toilet,Toilette,0.21125244171931312,die
de,determiners,die,noun,feminine,underpants,Unterhose,0.19725587726455096,die
de,determiners,die,noun,feminine,pants,Hose,0.2130057652274152,die
de,determiners,die,noun,feminine,lip,Lippe,0.22370797061987438,die
de,determiners,die,noun,feminine,sun,Sonne,0.2734623146116081,die
de,determiners,die,noun,feminine,diaper,Windel,0.18002454399383844,die
de,determiners,die,noun,feminine,bumblebee,Hummel,0.2211276424993759,die
de,determiners,die,noun,feminine,toothbrush,Zahnbürste,0.173250922571875,die
de,determiners,die,noun,feminine,pea,Erbse,0.18440466083194287,die
de,determiners,die,noun,feminine,wall,Wand,0.2565369538807456,die
de,determiners,die,noun,feminine,clock,Uhr,0.27905372569807035,die
de,determiners,die,noun,feminine,dresser,Kommode,0.15262449130200087,die
de,determiners,die,noun,feminine,tomato,Tomate,0.18711675365785468,die
de,determiners,die,noun,feminine,lemon,Zitrone,0.17366010621735464,die
de,determiners,die,noun,feminine,noodle,Nudel,0.16976731718452953,die
de,determiners,die,noun,feminine,candy,Süßigkeit,0.19111590033578074,die
de,determiners,die,noun,feminine,bench,Bank,0.2605743493413871,die
de,determiners,die,noun,feminine,drum,Trommel,0.20988522633835732,die
de,determiners,die,noun,feminine,shoulder,Schulter,0.26110981542855527,die
de,determiners,die,noun,feminine,bowl,Schüssel,0.2219667799356725,die
de,determiners,die,noun,feminine,fist,Faust,0.21986307249355658,die
de,determiners,die,noun,feminine,button,Taste,0.20899897637200252,die
de,determiners,die,noun,feminine,mattress,Matratze,0.15101469221155783,die
de,determiners,die,noun,feminine,seesaw,Wippe,0.19598779377734615,die
de,determiners,die,noun,feminine,necklace,Kette,0.28396906682373946,die
de,determiners,die,noun,feminine,melon,Melone,0.19646510751996835,die
de,determiners,die,noun,feminine,plane,Ebene,0.3241688677083406,die
de,determiners,die,noun,feminine,chest,Brust,0.255204497737669,die
de,determiners,die,noun,feminine,ceiling,Decke,0.2695865196884476,die
de,determiners,die,noun,feminine,barn,Scheune,0.15157289362463408,die
de,determiners,die,noun,feminine,peanut,Erdnuss,0.1689964076596761,die
de,determiners,die,noun,feminine,potato,Kartoffel,0.23848318993749038,die
de,determiners,das,noun,masculine,spoon,Löffel,0.16030197766215415,das
de,determiners,das,noun,masculine,ball,Ball,0.17864155493923886,das
de,determiners,das,noun,masculine,rock,Felsen,0.1306084296466545,das
de,determiners,das,noun,masculine,rain,Regen,0.20397080203125498,das
de,determiners,das,noun,masculine,tail,Schwanz,0.12505564135385966,das
de,determiners,das,noun,masculine,butterfly,Schmetterling,0.148107251403246,das
de,determiners,das,noun,masculine,pie,Kuchen,0.19134373616991365,das
de,determiners,das,noun,masculine,fish,Fisch,0.17093567562783255,das
de,determiners,das,noun,masculine,apple,Apfel,0.19261427579005985,das
de,determiners,das,noun,masculine,fingernail,Fingernagel,0.17731642772652204,das
de,determiners,das,noun,masculine,frog,Frosch,0.1347275097224038,das
de,determiners,das,noun,masculine,lettuce,Kopfsalat,0.14755496016969266,das
de,determiners,das,noun,masculine,dirt,Schmutz,0.16098274004357105,das
de,determiners,das,noun,masculine,sidewalk,Bürgersteig,0.15916583858938638,das
de,determiners,das,noun,masculine,washcloth,Waschlappen,0.09777485785243617,das
de,determiners,das,noun,masculine,stove,Herd,0.1466438913996565,das
de,determiners,das,noun,masculine,head,Kopf,0.22114024922784345,das
de,determiners,das,noun,masculine,sand,Sand,0.20106011775654553,das
de,determiners,das,noun,masculine,mouth,Mund,0.18814304375355168,das
de,determiners,das,noun,masculine,box,Kasten,0.19323305946341185,das
de,determiners,das,noun,masculine,policeman,Polizist,0.12522990627796116,das
de,determiners,das,noun,masculine,sandbox,Sandkasten,0.1312992606677994,das
de,determiners,das,noun,masculine,snow,Schnee,0.21986297157974946,das
